avg_pitch,avg_duration,avg_velocity,total_notes,pitch_variance,velocity_variance,pitch_range,note_density,tempo,rhythm_std,melodic_complexity,emotion,feature_vector,composer,title,midi_path
68.57,0.33,55.7,1601,101.62,206.26,56,5.88,199.38,0.35,9.23,Calm,"{'avg_pitch': np.float64(68.57), 'avg_duration': np.float64(0.33), 'avg_velocity': np.float64(55.7), 'pitch_variance': np.float64(101.62), 'velocity_variance': np.float64(206.26), 'pitch_range': np.int64(56), 'note_density': np.float64(5.88), 'tempo': np.float64(199.38), 'rhythm_std': np.float64(0.35), 'melodic_complexity': np.float64(9.23), 'total_notes': 1601}",Joseph Haydn,"Sonata in D Major, Hob. XVI:24",2004/MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_02_Track02_wav.midi
66.18,0.19,62.38,1609,131.22,203.85,56,8.47,216.93,0.24,8.49,Calm,"{'avg_pitch': np.float64(66.18), 'avg_duration': np.float64(0.19), 'avg_velocity': np.float64(62.38), 'pitch_variance': np.float64(131.22), 'velocity_variance': np.float64(203.85), 'pitch_range': np.int64(56), 'note_density': np.float64(8.47), 'tempo': np.float64(216.93), 'rhythm_std': np.float64(0.24), 'melodic_complexity': np.float64(8.49), 'total_notes': 1609}",Joseph Haydn,"Sonata in E Major, Hob. XVI:31, First Movement",2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--2.midi
65.17,0.19,64.68,2625,119.46,211.76,55,8.75,208.03,0.29,9.34,Calm,"{'avg_pitch': np.float64(65.17), 'avg_duration': np.float64(0.19), 'avg_velocity': np.float64(64.68), 'pitch_variance': np.float64(119.46), 'velocity_variance': np.float64(211.76), 'pitch_range': np.int64(55), 'note_density': np.float64(8.75), 'tempo': np.float64(208.03), 'rhythm_std': np.float64(0.29), 'melodic_complexity': np.float64(9.34), 'total_notes': 2625}",Joseph Haydn,"Sonata in E flat Major, Hob. XVI: 49, I. Allegro",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--2.midi
68.07,0.19,64.85,3324,142.02,227.99,60,9.77,189.6,0.3,9.75,Calm,"{'avg_pitch': np.float64(68.07), 'avg_duration': np.float64(0.19), 'avg_velocity': np.float64(64.85), 'pitch_variance': np.float64(142.02), 'velocity_variance': np.float64(227.99), 'pitch_range': np.int64(60), 'note_density': np.float64(9.77), 'tempo': np.float64(189.6), 'rhythm_std': np.float64(0.3), 'melodic_complexity': np.float64(9.75), 'total_notes': 3324}",Joseph Haydn,"Sonata in E-flat Major, Hob. XVI: 52, I. Allegro",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--2.midi
68.1,0.18,64.02,3314,141.54,266.38,60,9.9,187.08,0.25,9.63,Calm,"{'avg_pitch': np.float64(68.1), 'avg_duration': np.float64(0.18), 'avg_velocity': np.float64(64.02), 'pitch_variance': np.float64(141.54), 'velocity_variance': np.float64(266.38), 'pitch_range': np.int64(60), 'note_density': np.float64(9.9), 'tempo': np.float64(187.08), 'rhythm_std': np.float64(0.25), 'melodic_complexity': np.float64(9.63), 'total_notes': 3314}",Joseph Haydn,"Sonata in E-flat Major, Hob. XVI:52, 1st mov.",2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--2.midi
68.2,0.19,66.09,3320,140.25,192.56,60,10.02,188.6,0.3,9.6,Happy,"{'avg_pitch': np.float64(68.2), 'avg_duration': np.float64(0.19), 'avg_velocity': np.float64(66.09), 'pitch_variance': np.float64(140.25), 'velocity_variance': np.float64(192.56), 'pitch_range': np.int64(60), 'note_density': np.float64(10.02), 'tempo': np.float64(188.6), 'rhythm_std': np.float64(0.3), 'melodic_complexity': np.float64(9.6), 'total_notes': 3320}",Joseph Haydn,"Sonata in E-flat Major, Hob. XVI:52, First Movement",2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--2.midi
68.1,0.17,66.62,3349,142.81,301.59,61,10.25,191.75,0.29,9.55,Happy,"{'avg_pitch': np.float64(68.1), 'avg_duration': np.float64(0.17), 'avg_velocity': np.float64(66.62), 'pitch_variance': np.float64(142.81), 'velocity_variance': np.float64(301.59), 'pitch_range': np.int64(61), 'note_density': np.float64(10.25), 'tempo': np.float64(191.75), 'rhythm_std': np.float64(0.29), 'melodic_complexity': np.float64(9.55), 'total_notes': 3349}",Joseph Haydn,"Sonata in E-flat Major, Hob. XVI:52, First Movement",2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_04_Track04_wav.midi
68.15,0.18,60.99,3311,141.11,227.2,60,10.01,196.22,0.26,9.56,Calm,"{'avg_pitch': np.float64(68.15), 'avg_duration': np.float64(0.18), 'avg_velocity': np.float64(60.99), 'pitch_variance': np.float64(141.11), 'velocity_variance': np.float64(227.2), 'pitch_range': np.int64(60), 'note_density': np.float64(10.01), 'tempo': np.float64(196.22), 'rhythm_std': np.float64(0.26), 'melodic_complexity': np.float64(9.56), 'total_notes': 3311}",Joseph Haydn,"Sonata in E-flat Major, Hob. XVI:52, First Movement",2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_13_Track13_wav.midi
68.08,0.17,61.41,3321,141.5,241.53,60,9.74,194.69,0.32,9.35,Calm,"{'avg_pitch': np.float64(68.08), 'avg_duration': np.float64(0.17), 'avg_velocity': np.float64(61.41), 'pitch_variance': np.float64(141.5), 'velocity_variance': np.float64(241.53), 'pitch_range': np.int64(60), 'note_density': np.float64(9.74), 'tempo': np.float64(194.69), 'rhythm_std': np.float64(0.32), 'melodic_complexity': np.float64(9.35), 'total_notes': 3321}",Joseph Haydn,"Sonata in E-flat major, Hob. XVI:52, I. Allegro",2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--2.midi
67.0,0.21,63.0,6615,82.68,193.49,60,7.0,183.95,0.39,8.03,Calm,"{'avg_pitch': np.float64(67.0), 'avg_duration': np.float64(0.21), 'avg_velocity': np.float64(63.0), 'pitch_variance': np.float64(82.68), 'velocity_variance': np.float64(193.49), 'pitch_range': np.int64(60), 'note_density': np.float64(7.0), 'tempo': np.float64(183.95), 'rhythm_std': np.float64(0.39), 'melodic_complexity': np.float64(8.03), 'total_notes': 6615}",Joseph Haydn,"Sonata in F Major, Hob. XVI:23",2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--1.midi
66.48,0.11,65.83,2254,101.84,216.87,57,12.01,207.33,0.12,9.34,Calm,"{'avg_pitch': np.float64(66.48), 'avg_duration': np.float64(0.11), 'avg_velocity': np.float64(65.83), 'pitch_variance': np.float64(101.84), 'velocity_variance': np.float64(216.87), 'pitch_range': np.int64(57), 'note_density': np.float64(12.01), 'tempo': np.float64(207.33), 'rhythm_std': np.float64(0.12), 'melodic_complexity': np.float64(9.34), 'total_notes': 2254}",Joseph Haydn,"Sonata in G Major, Hob. XVI:6, First Movement",2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_10_Track10_wav.midi
67.02,0.12,65.03,2090,79.38,145.8,53,10.03,200.35,0.15,7.43,Happy,"{'avg_pitch': np.float64(67.02), 'avg_duration': np.float64(0.12), 'avg_velocity': np.float64(65.03), 'pitch_variance': np.float64(79.38), 'velocity_variance': np.float64(145.8), 'pitch_range': np.int64(53), 'note_density': np.float64(10.03), 'tempo': np.float64(200.35), 'rhythm_std': np.float64(0.15), 'melodic_complexity': np.float64(7.43), 'total_notes': 2090}",Joseph Haydn,"Sonata in in F Major, Hob. XVI: 23, I. Allegro moderato",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--2.midi
62.82,0.34,62.52,4480,129.23,366.01,77,5.24,194.28,0.62,10.19,Calm,"{'avg_pitch': np.float64(62.82), 'avg_duration': np.float64(0.34), 'avg_velocity': np.float64(62.52), 'pitch_variance': np.float64(129.23), 'velocity_variance': np.float64(366.01), 'pitch_range': np.int64(77), 'note_density': np.float64(5.24), 'tempo': np.float64(194.28), 'rhythm_std': np.float64(0.62), 'melodic_complexity': np.float64(10.19), 'total_notes': 4480}",Leoš Janáček,In the Mists,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--1.midi
61.66,0.46,67.31,1129,128.6,457.25,61,5.16,209.2,0.73,10.71,Calm,"{'avg_pitch': np.float64(61.66), 'avg_duration': np.float64(0.46), 'avg_velocity': np.float64(67.31), 'pitch_variance': np.float64(128.6), 'velocity_variance': np.float64(457.25), 'pitch_range': np.int64(61), 'note_density': np.float64(5.16), 'tempo': np.float64(209.2), 'rhythm_std': np.float64(0.73), 'melodic_complexity': np.float64(10.71), 'total_notes': 1129}",Leoš Janáček,"In the Mists, I. Andante  ",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--4.midi
60.59,0.42,61.58,4472,181.66,421.76,69,5.32,171.62,0.67,14.08,Calm,"{'avg_pitch': np.float64(60.59), 'avg_duration': np.float64(0.42), 'avg_velocity': np.float64(61.58), 'pitch_variance': np.float64(181.66), 'velocity_variance': np.float64(421.76), 'pitch_range': np.int64(69), 'note_density': np.float64(5.32), 'tempo': np.float64(171.62), 'rhythm_std': np.float64(0.67), 'melodic_complexity': np.float64(14.08), 'total_notes': 4472}",Leoš Janáček,"Piano Sonata 1. X. 1905 ""From the Street""",2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--4.midi
60.81,0.37,65.5,4517,181.7,485.04,69,5.02,181.19,0.71,14.2,Calm,"{'avg_pitch': np.float64(60.81), 'avg_duration': np.float64(0.37), 'avg_velocity': np.float64(65.5), 'pitch_variance': np.float64(181.7), 'velocity_variance': np.float64(485.04), 'pitch_range': np.int64(69), 'note_density': np.float64(5.02), 'tempo': np.float64(181.19), 'rhythm_std': np.float64(0.71), 'melodic_complexity': np.float64(14.2), 'total_notes': 4517}",Leoš Janáček,"Sonata 1.x.1905 ""On the Streets""",2009/MIDI-Unprocessed_10_R1_2009_03-05_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_04_WAV.midi
63.34,0.23,65.53,12177,173.27,235.64,62,8.68,212.24,0.51,11.24,Calm,"{'avg_pitch': np.float64(63.34), 'avg_duration': np.float64(0.23), 'avg_velocity': np.float64(65.53), 'pitch_variance': np.float64(173.27), 'velocity_variance': np.float64(235.64), 'pitch_range': np.int64(62), 'note_density': np.float64(8.68), 'tempo': np.float64(212.24), 'rhythm_std': np.float64(0.51), 'melodic_complexity': np.float64(11.24), 'total_notes': 12177}",Ludwig van Beethoven,"15 Variations and Fugue in Eb on an Original Theme ('Eroica Variations'), Op.35",2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_05_Track05_wav.midi
61.71,0.31,57.13,4152,202.1,266.8,60,7.85,193.39,0.45,14.15,Calm,"{'avg_pitch': np.float64(61.71), 'avg_duration': np.float64(0.31), 'avg_velocity': np.float64(57.13), 'pitch_variance': np.float64(202.1), 'velocity_variance': np.float64(266.8), 'pitch_range': np.int64(60), 'note_density': np.float64(7.85), 'tempo': np.float64(193.39), 'rhythm_std': np.float64(0.45), 'melodic_complexity': np.float64(14.15), 'total_notes': 4152}",Ludwig van Beethoven,"Andante favori in F Major, WoO 57",2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--1.midi
62.84,0.32,63.28,7932,242.83,271.44,67,7.16,201.8,0.38,15.26,Calm,"{'avg_pitch': np.float64(62.84), 'avg_duration': np.float64(0.32), 'avg_velocity': np.float64(63.28), 'pitch_variance': np.float64(242.83), 'velocity_variance': np.float64(271.44), 'pitch_range': np.int64(67), 'note_density': np.float64(7.16), 'tempo': np.float64(201.8), 'rhythm_std': np.float64(0.38), 'melodic_complexity': np.float64(15.26), 'total_notes': 7932}",Ludwig van Beethoven,Bagatelles Op126,2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_02_Track02_wav.midi
62.5,0.26,55.87,7816,241.99,349.7,67,6.74,199.16,0.34,15.09,Calm,"{'avg_pitch': np.float64(62.5), 'avg_duration': np.float64(0.26), 'avg_velocity': np.float64(55.87), 'pitch_variance': np.float64(241.99), 'velocity_variance': np.float64(349.7), 'pitch_range': np.int64(67), 'note_density': np.float64(6.74), 'tempo': np.float64(199.16), 'rhythm_std': np.float64(0.34), 'melodic_complexity': np.float64(15.09), 'total_notes': 7816}",Ludwig van Beethoven,"Bagatelles, Op. 126 (Complete)",2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_12_R3_2014_wav--1.midi
62.54,0.3,60.07,7520,244.06,379.37,67,6.61,186.75,0.4,16.12,Calm,"{'avg_pitch': np.float64(62.54), 'avg_duration': np.float64(0.3), 'avg_velocity': np.float64(60.07), 'pitch_variance': np.float64(244.06), 'velocity_variance': np.float64(379.37), 'pitch_range': np.int64(67), 'note_density': np.float64(6.61), 'tempo': np.float64(186.75), 'rhythm_std': np.float64(0.4), 'melodic_complexity': np.float64(16.12), 'total_notes': 7520}",Ludwig van Beethoven,"Bagtellen, Op.126",2009/MIDI-Unprocessed_10_R1_2009_01-02_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_02_WAV.midi
63.42,0.23,66.35,12231,173.89,272.08,63,9.3,204.32,0.48,11.38,Calm,"{'avg_pitch': np.float64(63.42), 'avg_duration': np.float64(0.23), 'avg_velocity': np.float64(66.35), 'pitch_variance': np.float64(173.89), 'velocity_variance': np.float64(272.08), 'pitch_range': np.int64(63), 'note_density': np.float64(9.3), 'tempo': np.float64(204.32), 'rhythm_std': np.float64(0.48), 'melodic_complexity': np.float64(11.38), 'total_notes': 12231}",Ludwig van Beethoven,"Eroica Variations, Op. 35",2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_02_Track02_wav.midi
65.64,0.21,68.24,5004,154.55,441.44,64,9.48,212.3,0.43,11.21,Calm,"{'avg_pitch': np.float64(65.64), 'avg_duration': np.float64(0.21), 'avg_velocity': np.float64(68.24), 'pitch_variance': np.float64(154.55), 'velocity_variance': np.float64(441.44), 'pitch_range': np.int64(64), 'note_density': np.float64(9.48), 'tempo': np.float64(212.3), 'rhythm_std': np.float64(0.43), 'melodic_complexity': np.float64(11.21), 'total_notes': 5004}",Ludwig van Beethoven,"Fantasia, Op. 77",2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--1.midi
62.64,0.11,65.89,5662,166.03,231.96,60,15.71,202.75,0.13,11.58,Calm,"{'avg_pitch': np.float64(62.64), 'avg_duration': np.float64(0.11), 'avg_velocity': np.float64(65.89), 'pitch_variance': np.float64(166.03), 'velocity_variance': np.float64(231.96), 'pitch_range': np.int64(60), 'note_density': np.float64(15.71), 'tempo': np.float64(202.75), 'rhythm_std': np.float64(0.13), 'melodic_complexity': np.float64(11.58), 'total_notes': 5662}",Ludwig van Beethoven,"Rondo a capriccioso ""Rage over a Lost Penny"", Op. 129",2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--3.midi
62.85,0.09,69.21,5636,168.51,320.96,60,16.62,206.67,0.11,11.26,Calm,"{'avg_pitch': np.float64(62.85), 'avg_duration': np.float64(0.09), 'avg_velocity': np.float64(69.21), 'pitch_variance': np.float64(168.51), 'velocity_variance': np.float64(320.96), 'pitch_range': np.int64(60), 'note_density': np.float64(16.62), 'tempo': np.float64(206.67), 'rhythm_std': np.float64(0.11), 'melodic_complexity': np.float64(11.26), 'total_notes': 5636}",Ludwig van Beethoven,"Rondo, Op. 129",2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--2.midi
65.91,0.24,61.79,2609,136.55,324.16,58,9.35,203.09,0.3,10.05,Calm,"{'avg_pitch': np.float64(65.91), 'avg_duration': np.float64(0.24), 'avg_velocity': np.float64(61.79), 'pitch_variance': np.float64(136.55), 'velocity_variance': np.float64(324.16), 'pitch_range': np.int64(58), 'note_density': np.float64(9.35), 'tempo': np.float64(203.09), 'rhythm_std': np.float64(0.3), 'melodic_complexity': np.float64(10.05), 'total_notes': 2609}",Ludwig van Beethoven,"Sonata No. 10 in G Major, Op. 14 No. 2, First Movement",2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_13_Track13_wav.midi
60.52,0.17,66.17,3841,174.09,367.77,60,11.41,204.4,0.28,11.5,Calm,"{'avg_pitch': np.float64(60.52), 'avg_duration': np.float64(0.17), 'avg_velocity': np.float64(66.17), 'pitch_variance': np.float64(174.09), 'velocity_variance': np.float64(367.77), 'pitch_range': np.int64(60), 'note_density': np.float64(11.41), 'tempo': np.float64(204.4), 'rhythm_std': np.float64(0.28), 'melodic_complexity': np.float64(11.5), 'total_notes': 3841}",Ludwig van Beethoven,"Sonata No. 11 in B-flat Major, Op. 22, I. Allegro con brio",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.midi
60.6,0.15,70.86,3886,173.98,314.02,61,12.19,197.91,0.25,11.55,Calm,"{'avg_pitch': np.float64(60.6), 'avg_duration': np.float64(0.15), 'avg_velocity': np.float64(70.86), 'pitch_variance': np.float64(173.98), 'velocity_variance': np.float64(314.02), 'pitch_range': np.int64(61), 'note_density': np.float64(12.19), 'tempo': np.float64(197.91), 'rhythm_std': np.float64(0.25), 'melodic_complexity': np.float64(11.55), 'total_notes': 3886}",Ludwig van Beethoven,"Sonata No. 11 in B-flat Major, Op. 22, I. Allegro con brio",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--2.midi
61.75,0.23,65.78,11586,144.13,276.99,60,8.77,190.18,0.33,10.47,Calm,"{'avg_pitch': np.float64(61.75), 'avg_duration': np.float64(0.23), 'avg_velocity': np.float64(65.78), 'pitch_variance': np.float64(144.13), 'velocity_variance': np.float64(276.99), 'pitch_range': np.int64(60), 'note_density': np.float64(8.77), 'tempo': np.float64(190.18), 'rhythm_std': np.float64(0.33), 'melodic_complexity': np.float64(10.47), 'total_notes': 11586}",Ludwig van Beethoven,"Sonata No. 11 in E-flat Major, Op. 22 (Complete)",2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.midi
60.53,0.15,64.33,3811,175.26,279.17,60,11.81,203.04,0.21,11.69,Calm,"{'avg_pitch': np.float64(60.53), 'avg_duration': np.float64(0.15), 'avg_velocity': np.float64(64.33), 'pitch_variance': np.float64(175.26), 'velocity_variance': np.float64(279.17), 'pitch_range': np.int64(60), 'note_density': np.float64(11.81), 'tempo': np.float64(203.04), 'rhythm_std': np.float64(0.21), 'melodic_complexity': np.float64(11.69), 'total_notes': 3811}",Ludwig van Beethoven,"Sonata No. 11, Op. 22 in B-flat Major, I. Allegro con brio",2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.midi
61.3,0.25,54.3,3194,128.19,221.21,58,7.86,206.55,0.35,12.41,Calm,"{'avg_pitch': np.float64(61.3), 'avg_duration': np.float64(0.25), 'avg_velocity': np.float64(54.3), 'pitch_variance': np.float64(128.19), 'velocity_variance': np.float64(221.21), 'pitch_range': np.int64(58), 'note_density': np.float64(7.86), 'tempo': np.float64(206.55), 'rhythm_std': np.float64(0.35), 'melodic_complexity': np.float64(12.41), 'total_notes': 3194}",Ludwig van Beethoven,"Sonata No. 12 in A-flat Major, Op. 26, First Movement",2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--2.midi
61.12,0.24,58.45,3912,170.25,382.9,58,8.58,199.79,0.34,13.14,Calm,"{'avg_pitch': np.float64(61.12), 'avg_duration': np.float64(0.24), 'avg_velocity': np.float64(58.45), 'pitch_variance': np.float64(170.25), 'velocity_variance': np.float64(382.9), 'pitch_range': np.int64(58), 'note_density': np.float64(8.58), 'tempo': np.float64(199.79), 'rhythm_std': np.float64(0.34), 'melodic_complexity': np.float64(13.14), 'total_notes': 3912}",Ludwig van Beethoven,"Sonata No. 15 in D Major, Op. 28, I. Allegro",2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--2.midi
60.66,0.1,61.78,3264,138.95,381.75,59,11.6,204.64,0.14,10.92,Calm,"{'avg_pitch': np.float64(60.66), 'avg_duration': np.float64(0.1), 'avg_velocity': np.float64(61.78), 'pitch_variance': np.float64(138.95), 'velocity_variance': np.float64(381.75), 'pitch_range': np.int64(59), 'note_density': np.float64(11.6), 'tempo': np.float64(204.64), 'rhythm_std': np.float64(0.14), 'melodic_complexity': np.float64(10.92), 'total_notes': 3264}",Ludwig van Beethoven,"Sonata No. 16 Op. 31 No. 1 in G Major, I. Allegro vivace",2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--2.midi
60.55,0.13,65.32,3370,135.08,323.82,59,11.01,205.63,0.15,10.97,Calm,"{'avg_pitch': np.float64(60.55), 'avg_duration': np.float64(0.13), 'avg_velocity': np.float64(65.32), 'pitch_variance': np.float64(135.08), 'velocity_variance': np.float64(323.82), 'pitch_range': np.int64(59), 'note_density': np.float64(11.01), 'tempo': np.float64(205.63), 'rhythm_std': np.float64(0.15), 'melodic_complexity': np.float64(10.97), 'total_notes': 3370}",Ludwig van Beethoven,"Sonata No. 16 Op. 31 No. 1 in G Major, I. Allegro vivace",2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--2.midi
60.57,0.11,67.43,3332,136.65,247.86,59,11.74,205.62,0.13,10.9,Calm,"{'avg_pitch': np.float64(60.57), 'avg_duration': np.float64(0.11), 'avg_velocity': np.float64(67.43), 'pitch_variance': np.float64(136.65), 'velocity_variance': np.float64(247.86), 'pitch_range': np.int64(59), 'note_density': np.float64(11.74), 'tempo': np.float64(205.62), 'rhythm_std': np.float64(0.13), 'melodic_complexity': np.float64(10.9), 'total_notes': 3332}",Ludwig van Beethoven,"Sonata No. 16 in G Major, Op. 31 No. 1, First Movement",2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--2.midi
60.61,0.1,62.38,3306,136.55,306.21,59,11.91,200.97,0.17,11.05,Calm,"{'avg_pitch': np.float64(60.61), 'avg_duration': np.float64(0.1), 'avg_velocity': np.float64(62.38), 'pitch_variance': np.float64(136.55), 'velocity_variance': np.float64(306.21), 'pitch_range': np.int64(59), 'note_density': np.float64(11.91), 'tempo': np.float64(200.97), 'rhythm_std': np.float64(0.17), 'melodic_complexity': np.float64(11.05), 'total_notes': 3306}",Ludwig van Beethoven,"Sonata No. 16 in G Major, Op. 31 No. 1, First movement",2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--2.midi
61.15,0.2,59.92,7953,135.02,248.68,60,9.07,212.91,0.39,9.78,Calm,"{'avg_pitch': np.float64(61.15), 'avg_duration': np.float64(0.2), 'avg_velocity': np.float64(59.92), 'pitch_variance': np.float64(135.02), 'velocity_variance': np.float64(248.68), 'pitch_range': np.int64(60), 'note_density': np.float64(9.07), 'tempo': np.float64(212.91), 'rhythm_std': np.float64(0.39), 'melodic_complexity': np.float64(9.78), 'total_notes': 7953}",Ludwig van Beethoven,"Sonata No. 16 in G Major, Op. 31 No. 1, I. and II. ",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--2.midi
61.14,0.33,67.87,2864,143.86,272.93,60,6.34,213.02,1.23,9.72,Calm,"{'avg_pitch': np.float64(61.14), 'avg_duration': np.float64(0.33), 'avg_velocity': np.float64(67.87), 'pitch_variance': np.float64(143.86), 'velocity_variance': np.float64(272.93), 'pitch_range': np.int64(60), 'note_density': np.float64(6.34), 'tempo': np.float64(213.02), 'rhythm_std': np.float64(1.23), 'melodic_complexity': np.float64(9.72), 'total_notes': 2864}",Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, 1st Movement",2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_13_Track13_wav.midi
61.17,0.26,66.34,2891,142.09,285.07,60,7.27,230.47,0.84,9.86,Calm,"{'avg_pitch': np.float64(61.17), 'avg_duration': np.float64(0.26), 'avg_velocity': np.float64(66.34), 'pitch_variance': np.float64(142.09), 'velocity_variance': np.float64(285.07), 'pitch_range': np.int64(60), 'note_density': np.float64(7.27), 'tempo': np.float64(230.47), 'rhythm_std': np.float64(0.84), 'melodic_complexity': np.float64(9.86), 'total_notes': 2891}",Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, First Movement",2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_08_Track08_wav.midi
61.15,0.34,69.81,2826,146.23,366.87,60,7.85,226.13,1.73,9.52,Calm,"{'avg_pitch': np.float64(61.15), 'avg_duration': np.float64(0.34), 'avg_velocity': np.float64(69.81), 'pitch_variance': np.float64(146.23), 'velocity_variance': np.float64(366.87), 'pitch_range': np.int64(60), 'note_density': np.float64(7.85), 'tempo': np.float64(226.13), 'rhythm_std': np.float64(1.73), 'melodic_complexity': np.float64(9.52), 'total_notes': 2826}",Ludwig van Beethoven,"Sonata No. 17 in D Minor, Op. 31 No. 2, First Movement",2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_08_Track08_wav.midi
61.42,0.31,70.56,2804,148.71,275.61,60,8.23,205.45,1.63,10.13,Calm,"{'avg_pitch': np.float64(61.42), 'avg_duration': np.float64(0.31), 'avg_velocity': np.float64(70.56), 'pitch_variance': np.float64(148.71), 'velocity_variance': np.float64(275.61), 'pitch_range': np.int64(60), 'note_density': np.float64(8.23), 'tempo': np.float64(205.45), 'rhythm_std': np.float64(1.63), 'melodic_complexity': np.float64(10.13), 'total_notes': 2804}",Ludwig van Beethoven,"Sonata No. 17 in D minor, Op. 31 No. 2, 1st mov.",2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--2.midi
61.21,0.26,62.55,2787,147.5,355.91,60,7.36,214.18,0.92,9.99,Calm,"{'avg_pitch': np.float64(61.21), 'avg_duration': np.float64(0.26), 'avg_velocity': np.float64(62.55), 'pitch_variance': np.float64(147.5), 'velocity_variance': np.float64(355.91), 'pitch_range': np.int64(60), 'note_density': np.float64(7.36), 'tempo': np.float64(214.18), 'rhythm_std': np.float64(0.92), 'melodic_complexity': np.float64(9.99), 'total_notes': 2787}",Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor ""Tempest"", I. Largo-Allegro",2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--2.midi
61.2,0.23,63.43,2822,144.88,306.82,60,7.36,216.53,0.76,9.83,Calm,"{'avg_pitch': np.float64(61.2), 'avg_duration': np.float64(0.23), 'avg_velocity': np.float64(63.43), 'pitch_variance': np.float64(144.88), 'velocity_variance': np.float64(306.82), 'pitch_range': np.int64(60), 'note_density': np.float64(7.36), 'tempo': np.float64(216.53), 'rhythm_std': np.float64(0.76), 'melodic_complexity': np.float64(9.83), 'total_notes': 2822}",Ludwig van Beethoven,"Sonata No. 17, Op. 31 No. 2 in D Minor ""Tempest"", I. Largo-Allegro",2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--3.midi
